股票代码,股票名称,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SZ002568,百润股份,39.54,+0.31,0.79%,5.84%,2778950,109235760,0.39%,101.96,0.903%,41533826220
SH600505,西昌电力,7.73,+0.06,0.78%,-0.9%,465800,3590961,0.13%,71.851,0.453%,2818106775
SZ000759,中百集团,5.16,+0.04,0.78%,-15.27%,3621421,18662712,0.55%,-30.621,,3514070940
SH603336,宏辉果蔬,6.46,+0.05,0.78%,-7.18%,1597700,10299037,0.36%,45.06,,2834190102
SZ300570,太辰光,15.44,+0.12,0.78%,6.78%,1043700,15972069,0.54%,22.356,1.939%,3551150592
SH603171,税友股份,40.07,+0.31,0.78%,10.08%,655500,26401884,0.72%,79.815,0.744%,16264012300
SH688767,博拓生物,47.82,+0.37,0.78%,3.51%,174738,8357218,0.45%,5.115,6.268%,5100800016
SH688007,光峰科技,28.28,+0.22,0.78%,13.76%,1332080,37745166,0.29%,113.985,0.367%,12927001175
SZ300854,中兰环保,15.59,+0.12,0.78%,2.03%,130900,2038141,0.28%,36.949,0.962%,1544875460
SZ301056,森赫股份,7.72,+0.06,0.78%,1.45%,97900,754552,0.15%,35.838,2.591%,2059593069
SZ002872,ST天圣,5.2,+0.04,0.78%,-1.52%,147100,762377,0.07%,-26.233,,1653600000
SH603687,大胜达,9,+0.07,0.78%,5.02%,2108600,18956225,0.5%,29.911,0.267%,3775196376
SH603161,科华控股,14.27,+0.11,0.78%,14.34%,754800,10790476,0.57%,-14.426,,1903618000
SZ000720,新能泰山,5.15,+0.04,0.78%,1.38%,1165800,5984721,0.09%,-50.356,,6628805945
SZ002086,ST东洋,2.6,+0.02,0.78%,-6.47%,603000,1556792,0.1%,-2.013,,1966510000
SH600703,三安光电,18.03,+0.14,0.78%,5.07%,9056076,162926797,0.22%,88.783,0.498%,89952007648
SZ300228,富瑞特装,5.22,+0.04,0.77%,2.15%,984700,5128410,0.18%,-30.885,0.192%,3003621142
SH605266,健之佳,88.24,+0.67,0.77%,10.2%,138539,12336336,0.24%,29.463,1.367%,8750101912
SH600032,浙江新能,11.85,+0.09,0.77%,3.13%,537900,6358910,0.26%,32.392,0.38%,24648000000
SH605255,天普股份,14.42,+0.11,0.77%,1.91%,409500,5939333,1.22%,78.091,3.09%,1933433600
SZ300727,润禾材料,26.29,+0.2,0.77%,8.1%,167900,4390352,0.15%,35.815,0.572%,3335675200
SZ300107,建新股份,5.26,+0.04,0.77%,2.33%,760099,3982651,0.23%,53.72,1.901%,2902105418
SZ300160,秀强股份,6.57,+0.05,0.77%,4.62%,853700,5606852,0.14%,25.77,1.221%,5078257138
SZ301001,凯淳股份,20.82,+0.16,0.77%,-2.16%,299200,6211934,0.87%,-159.078,0.602%,1665600000
SH603299,苏盐井神,10.46,+0.08,0.77%,4.91%,2636600,27571399,0.34%,10.265,1.434%,8181904770
SH603637,镇海股份,7.88,+0.06,0.77%,3.28%,445100,3506831,0.18%,23.461,1.523%,1920185579
SH601528,瑞丰银行,6.56,+0.05,0.77%,3.96%,2270000,14819923,0.37%,6.77,2.752%,9901368269
SH688297,中无人机,46.09,+0.35,0.77%,2.58%,1287608,58644723,1%,87.337,,31110750000
SZ300118,东方日升,34.1,+0.26,0.77%,37.39%,8533325,290310973,1.23%,86.625,,30412934295
SH601827,三峰环境,6.53,+0.05,0.77%,1.56%,602716,3924016,0.08%,10.929,3.41%,10959090040
SZ300406,九强生物,17.08,+0.13,0.77%,4.34%,452200,7709540,0.14%,27.615,0.585%,10057419737
SZ002656,ST摩登,2.63,+0.02,0.77%,1.15%,781800,2046070,0.13%,192.59,,1866801991
SH603223,恒通股份,21.07,+0.16,0.77%,0.91%,170420,3581259,0.04%,129.581,0.29%,10748515036
SH600061,国投资本,6.53,+0.05,0.77%,2.19%,9106524,59176284,0.14%,13.985,2.311%,41957249218
SH600163,中闽能源,5.3,+0.04,0.76%,-1.3%,1799600,9516997,0.16%,14.063,,10085879558
SH605060,联德股份,28.01,+0.21,0.76%,8.52%,346000,9646872,0.42%,31.816,1.189%,6757580560
SZ002442,龙星化工,5.32,+0.04,0.76%,5.14%,893600,4742895,0.18%,21.203,1.876%,2611162400
SZ300093,金刚光伏,44.84,+0.34,0.76%,4.67%,528500,23634585,0.25%,-26.862,,9685440000
SZ002676,顺威股份,3.96,+0.03,0.76%,-6.16%,2444600,9640041,0.34%,128.258,,2844000000
SH603421,鼎信通讯,9.26,+0.07,0.76%,10.63%,913940,8435495,0.14%,22.008,0.786%,6039284132
SH600820,隧道股份,5.29,+0.04,0.76%,0.38%,2898150,15322602,0.09%,6.909,4.348%,16632268337
SH603809,豪能股份,11.9,+0.09,0.76%,11.84%,1398560,16665164,0.36%,24.748,1.292%,4685669316
SH600216,浙江医药,11.93,+0.09,0.76%,2.05%,2365570,28161451,0.25%,14.777,2.766%,11513977040
SH688353,华盛锂电,67.73,+0.51,0.76%,4.65%,154408,10425615,0.58%,19.618,,7450300000
SH688234,天岳先进,83.58,+0.63,0.76%,7.15%,619073,51749717,0.44%,-440.525,,35915249058
SZ002842,翔鹭钨业,7.95,+0.06,0.76%,1.92%,653000,5190236,0.3%,333.612,1.258%,2207524582
SH600250,南纺股份,5.31,+0.04,0.76%,-8.92%,977500,5174598,0.34%,-10.338,,1649253497
SH688285,高铁电气,7.97,+0.06,0.76%,3.64%,245177,1943463,0.27%,25.985,1.182%,2999030607
SZ301229,纽泰格,29.22,+0.22,0.76%,3.43%,167144,4913690,0.83%,58.713,0.342%,2337600000
SH601901,方正证券,6.65,+0.05,0.76%,4.23%,9696500,64195626,0.12%,29.839,0.604%,54743474277
SZ002277,友阿股份,3.96,+0.03,0.76%,-13.35%,7213000,28361461,0.52%,93.344,,5506982560
SZ002513,蓝丰生化,5.27,+0.04,0.76%,1.93%,438500,2304799,0.14%,-4.363,,1970644185
SZ300405,科隆股份,5.3,+0.04,0.76%,-0.93%,398750,2113775,0.18%,-54.069,0.435%,1532812481
SZ301151,冠龙节能,17.32,+0.13,0.76%,1.82%,83400,1439181,0.2%,20.042,2.195%,2904118703
SZ301335,天元宠物,35.83,+0.27,0.76%,1.1%,95472,3414667,0.44%,26.582,,3226500000
SZ300658,延江股份,9.42,+0.07,0.75%,2.95%,266600,2503343,0.19%,87.701,,2622258786
SH688379,华光新材,18.74,+0.14,0.75%,14.97%,247834,4614416,0.53%,-188.528,0.834%,1663128525
SZ002688,金河生物,5.39,+0.04,0.75%,4.86%,862900,4642434,0.11%,48.815,,4206476725
SH603086,先达股份,13.49,+0.1,0.75%,3.06%,1209280,16372364,0.39%,10.023,1.325%,4190168830
SH600039,四川路桥,10.78,+0.08,0.75%,-3.06%,3191476,34341253,0.07%,8.229,3.367%,67119910434
SH688191,智洋创新,13.37,+0.1,0.75%,5.44%,141377,1889551,0.2%,45.315,1.118%,2052462753
SZ301100,风光股份,24.03,+0.18,0.75%,8.44%,761887,18286042,1.52%,57.47,4.143%,4806000000
SZ301109,军信股份,16.06,+0.12,0.75%,1.52%,202069,3233635,0.23%,14.217,1.576%,6597060900
SZ300949,奥雅股份,30.84,+0.23,0.75%,0.82%,65500,2018346,0.38%,-76.901,,1849800000
SH600346,恒力石化,16.16,+0.12,0.75%,4.06%,2047439,32925620,0.03%,12.765,6.277%,113751852542
SZ300303,聚飞光电,4.03,+0.03,0.75%,2.81%,1829100,7346271,0.15%,23.108,2.481%,5395999786
SZ301200,大族数控,40.53,+0.3,0.75%,3.39%,154966,6260631,0.37%,26.269,0.991%,17022600000
SH601010,文峰股份,2.69,+0.02,0.75%,-6.92%,1212900,3260484,0.07%,-29.093,4.813%,4971120000
SH688538,和辉光电-U,2.69,+0.02,0.75%,0.37%,6028605,16181370,0.11%,-29.834,,37363113268
SZ001289,龙源电力,18.88,+0.14,0.75%,3.34%,627270,11766671,0.18%,23.053,0.783%,158251464536
SH600773,西藏城投,18.72,+0.14,0.75%,3.14%,1313339,24559608,0.16%,129.19,0.096%,15344049128
SH600125,铁龙物流,5.36,+0.04,0.75%,-1.83%,4236396,22702237,0.32%,17.513,1.495%,6997597245
SZ301206,三元生物,36.71,+0.27,0.74%,-5.87%,102000,3735757,0.2%,30.198,1.813%,7427376447
SZ300195,长荣股份,5.42,+0.04,0.74%,0.93%,545100,2946545,0.17%,-72.401,,2294759470
SZ002730,电光科技,8.17,+0.06,0.74%,5.69%,548400,4470632,0.16%,31.422,1.346%,2958192620
SZ300873,海晨股份,28.43,+0.21,0.74%,4.71%,191298,5396021,0.18%,16.683,0.921%,6556008577
SH603306,华懋科技,37.96,+0.28,0.74%,1.47%,712680,26971709,0.22%,73.71,0.291%,12167757466
SZ002404,嘉欣丝绸,6.79,+0.05,0.74%,6.59%,2128600,14368022,0.46%,15.783,2.963%,3922404022
SH600257,大湖股份,5.45,+0.04,0.74%,-9.02%,4027819,21872187,0.84%,-13.17,,2622742675
SH900945,海控B股,0.272,+0.002,0.74%,-5.88%,45850,12475,0.01%,-6.167,,11754652050
SZ300749,顶固集创,8.15,+0.06,0.74%,14.47%,1227400,9972802,0.78%,-14.778,,1679734177
SH605588,冠石科技,29.9,+0.22,0.74%,3.82%,115200,3437741,0.5%,22.417,0.452%,2185676874
SH603256,宏和科技,6.82,+0.05,0.74%,4.6%,359030,2439014,0.04%,92.466,1.445%,6031403400
SZ301039,中集车辆,8.16,+0.06,0.74%,2.38%,1424802,11594133,0.2%,21.24,2.463%,16463616000
SZ300496,中科创达,104.07,+0.76,0.74%,3.76%,1128696,117787310,0.34%,56.908,0.271%,47605323620
SH688184,帕瓦股份,36.65,+0.27,0.74%,5.53%,55614,2027601,0.2%,38.084,,4924962056
SH601231,环旭电子,16.4,+0.12,0.74%,1.05%,1153692,18953250,0.05%,12.446,1.575%,36192573520
SH600220,江苏阳光,2.74,+0.02,0.74%,0.74%,2324200,6363707,0.13%,32.814,0.73%,4886352493
SH600272,开开实业,9.5,+0.07,0.74%,-0.84%,813400,7714602,0.51%,48.172,0.284%,2308500000
SH688339,亿华通-U,78.83,+0.57,0.73%,6.53%,180146,14172914,0.22%,-49.505,,9264053277
SZ003041,真爱美家,18.02,+0.13,0.73%,2.39%,610440,10996611,1.6%,19.202,0.695%,2162400000
SH600234,科新发展,6.91,+0.05,0.73%,-0.86%,317400,2184549,0.16%,1073.3,,1814019923
SZ000401,冀东水泥,8.26,+0.06,0.73%,0.36%,1344800,11096339,0.09%,8.369,9.08%,21956845327
SZ301179,泽宇智能,45.38,+0.33,0.73%,18.89%,333300,14995292,1.01%,24.886,1.038%,5991480000
SZ000338,潍柴动力,11.01,+0.08,0.73%,8.15%,7213708,79221442,0.14%,20.573,2.555%,96079390599
SH600288,大恒科技,12.48,+0.09,0.73%,2.89%,273599,3415675,0.06%,42.578,0.504%,5451264000
SH688127,蓝特光学,17.87,+0.13,0.73%,12.18%,377871,6765159,0.22%,75.495,0.834%,7198840150
SH600241,ST时万,9.6,+0.07,0.73%,-1.64%,311400,2986895,0.11%,-360.775,,2825300304
SH603115,海星股份,16.52,+0.12,0.73%,5.29%,220100,3631119,0.09%,15.852,4.543%,3951584000
SZ002950,奥美医疗,12.38,+0.09,0.73%,1.06%,724500,8949822,0.21%,26.203,1.698%,7839825739
SZ002273,水晶光电,12.47,+0.09,0.73%,5.77%,2493796,31067992,0.18%,30.473,1.6%,17341183796
SZ001270,铖昌科技,111.09,+0.8,0.73%,-8.94%,270700,29943260,0.96%,70.012,,12432481466
SH603955,大千生态,19.45,+0.14,0.73%,5.14%,236100,4566038,0.17%,100.921,,2639754000
SH603101,汇嘉时代,5.55,+0.04,0.73%,-12.18%,398100,2207469,0.08%,127.982,,2610720000
SZ000823,超声电子,9.72,+0.07,0.73%,4.63%,698300,6771045,0.13%,13.839,1.032%,5214164773
SH688596,正帆科技,37.39,+0.27,0.73%,10.13%,814007,30402320,0.39%,51.734,0.335%,10234039558
SZ000798,中水渔业,9.69,+0.07,0.73%,-11.83%,2470600,23773073,0.67%,-468.462,,3545170919
SZ002841,视源股份,60.73,+0.44,0.73%,2.86%,347204,20928804,0.08%,20.576,1.411%,42579234812
SH605377,华旺科技,22.31,+0.16,0.72%,-9.09%,1226814,27352423,0.73%,16.14,2.338%,7412306526
SH688408,中信博,102.15,+0.73,0.72%,3.81%,438314,44783589,0.6%,-276.118,0.029%,13863336282
SZ001296,长江材料,19.57,+0.14,0.72%,1.82%,124640,2437206,0.32%,33.148,1.574%,2091235190
SZ000058,深赛格,7.03,+0.05,0.72%,-11.01%,3557000,24997194,0.36%,713.02,0.142%,8643028717
SZ002629,仁智股份,4.17,+0.03,0.72%,2.71%,1400300,5820999,0.41%,321.96,,1820822160
SH600496,精工钢构,4.17,+0.03,0.72%,5.57%,4821300,20087451,0.24%,10.749,0.863%,8393715400
SZ002896,中大力德,23.77,+0.17,0.72%,5.13%,540967,12837134,0.36%,65.481,0.866%,3593341444
SZ001332,锡装股份,61.17,+0.44,0.72%,7.3%,116900,7124667,0.58%,20.204,4.091%,4893600000
SZ300137,先河环保,5.57,+0.04,0.72%,-3.13%,527900,2930924,0.11%,126.275,1.799%,3032279496
SH601577,长沙银行,6.97,+0.05,0.72%,3.11%,2642300,18397511,0.13%,4.231,5.029%,28030229665
SZ301055,张小泉,15.32,+0.11,0.72%,0.66%,400900,6140950,0.69%,42.007,3.257%,2382120000
SZ301327,华宝新能,188.95,+1.36,0.72%,0.37%,144894,27198468,0.62%,56.482,,18139200000
SH603126,中材节能,7.03,+0.05,0.72%,2.33%,1476531,10322124,0.24%,27.254,1.216%,4291815000
SH603416,信捷电气,45.98,+0.33,0.72%,1.46%,182300,8367496,0.13%,25.215,0.565%,6462948800
SZ002020,京新药业,13.91,+0.1,0.72%,14.2%,2423400,33695874,0.37%,18.533,2.258%,11985525629
SZ300618,寒锐钴业,41.89,+0.3,0.72%,4.59%,599996,25070495,0.22%,30.103,1.026%,12963669610
SZ002365,永安药业,11.19,+0.08,0.72%,6.57%,859150,9591510,0.35%,17.28,,3297497175
SH601665,齐鲁银行,4.26,+0.03,0.71%,2.16%,3325500,14135196,0.14%,5.647,4.34%,19514350003
SZ000668,荣丰控股,12.71,+0.09,0.71%,-2.23%,127200,1611750,0.09%,7.373,,1866360422
SH605007,五洲特纸,18.45,+0.13,0.71%,-2.12%,352300,6465193,0.43%,24.598,1.638%,7384050292
SZ301298,东利机械,15.53,+0.11,0.71%,2.51%,143823,2226629,0.39%,46.943,1.934%,2279804000
SH600545,卓郎智能,2.84,+0.02,0.71%,0.35%,1123000,3185979,0.06%,49.828,,5382972906
SH603155,新亚强,26.89,+0.19,0.71%,0.07%,135715,3646647,0.24%,17.094,2.567%,6065362180
SH601298,青岛港,5.69,+0.04,0.71%,1.43%,1996500,11367659,0.04%,8.527,4.491%,36934359000
SH600292,远达环保,5.65,+0.04,0.71%,0.89%,597000,3363990,0.08%,326.366,0.372%,4411615429
SZ000925,众合科技,7.08,+0.05,0.71%,3.81%,705600,4990152,0.13%,28.659,0.707%,3956447455
SH605177,东亚药业,23.98,+0.17,0.71%,19.78%,473300,11317407,0.84%,35.791,0.832%,2724128000
SH600618,氯碱化工,9.89,+0.07,0.71%,0.61%,612434,6048507,0.08%,6.469,4.053%,11436795763
SZ002857,三晖电气,14.23,+0.1,0.71%,0.07%,170600,2432506,0.13%,93.709,,1830400000
SZ300055,万邦达,8.57,+0.06,0.71%,6.33%,639800,5472611,0.1%,73.826,0.35%,6882530663
SH603679,华体科技,12.68,+0.09,0.71%,6.29%,346700,4367436,0.24%,-25.329,,2069095594
SZ003039,顺控发展,17.13,+0.12,0.71%,1.3%,357811,6109773,0.29%,41.626,0.743%,10578095845
SZ300635,中达安,13.03,+0.09,0.7%,3.09%,139000,1806882,0.12%,74.838,0.192%,1774912440
SZ300512,中亚股份,7.21,+0.05,0.7%,4.95%,299550,2155745,0.09%,31.89,0.181%,2963145973
SZ300256,ST星星,2.86,+0.02,0.7%,1.06%,1754400,4978759,0.12%,6.632,,6487605084
SH603836,海程邦达,15.84,+0.11,0.7%,-0.75%,181500,2872920,0.21%,8.853,5.054%,3250926154
SH600662,外服控股,5.78,+0.04,0.7%,-3.18%,1255900,7254223,0.12%,23.081,3.466%,13197455215
SH603505,金石资源,38.91,+0.27,0.7%,-1.79%,587720,22902075,0.14%,74.336,0.441%,16919085963
SZ300376,易事特,7.2,+0.05,0.7%,5.42%,3504303,25107205,0.15%,30.359,0.473%,16757377027
SH688183,生益电子,10.13,+0.07,0.7%,8.81%,169145,1708565,0.06%,26.502,1.579%,8426348503
SZ002515,金字火腿,4.34,+0.03,0.7%,-9.77%,2776800,12014899,0.31%,109.516,0.461%,4245879635
SZ002635,安洁科技,13.03,+0.09,0.7%,5.51%,1228200,15964264,0.3%,27.571,1.535%,8902671965
SZ002893,华通热力,8.65,+0.06,0.7%,2.37%,428208,3703963,0.21%,59.434,,1754220000
SZ300788,中信出版,20.28,+0.14,0.7%,0.15%,382800,7731412,0.2%,21.524,2.515%,3856272724
SH603585,苏利股份,18.76,+0.13,0.7%,5.81%,169000,3163919,0.09%,9.442,2.138%,3376835982
SH600592,龙溪股份,7.17,+0.05,0.7%,3.17%,337300,2416292,0.08%,29.898,1.704%,2864799104
SH688398,赛特新材,38.06,+0.26,0.69%,9.81%,122369,4626091,0.33%,55.186,1.193%,3044800000
SZ300233,金城医药,23.25,+0.16,0.69%,2.11%,906467,21047584,0.25%,36.609,0.853%,9007305448
SH601163,三角轮胎,13.11,+0.09,0.69%,7.37%,767400,10043232,0.1%,17.922,1.754%,10488000000
SZ000622,恒立实业,4.37,+0.03,0.69%,2.34%,965800,4210264,0.23%,-947.716,,1858237620
SH601601,中国太保,26.13,+0.18,0.69%,6.57%,6605038,172924918,0.1%,10.29,3.82%,251379522219
SH601515,东风股份,4.4,+0.03,0.69%,2.33%,2426280,10667578,0.13%,16.777,8.542%,8109008961
SZ002802,洪汇新材,14.5,+0.1,0.69%,0.28%,129599,1878973,0.09%,22.878,2.123%,2033368350
SH600540,新赛股份,4.36,+0.03,0.69%,-4.39%,814600,3552530,0.14%,-8.737,,2534803546
SZ002046,国机精工,11.68,+0.08,0.69%,5.51%,1263900,14730221,0.24%,40.874,0.865%,6180230563
SZ000968,蓝焰控股,8.81,+0.06,0.69%,1.38%,1755600,15405722,0.18%,15.938,0.572%,8523698435
SH900939,汇丽B,0.582,+0.004,0.69%,3.56%,100,58.2,0%,74.419,,105633000
SH603817,海峡环保,5.86,+0.04,0.69%,-3.14%,985500,5761454,0.19%,19.839,0.959%,3131276321
SZ000554,泰山石油,5.8,+0.04,0.69%,4.88%,3287700,19044227,0.91%,237.137,,2788601244
SZ002693,双成药业,7.31,+0.05,0.69%,0.55%,1945500,14222983,0.48%,-151.217,,3031727470
SH600488,津药药业,4.38,+0.03,0.69%,-0.68%,1158100,5056458,0.11%,102.442,0.32%,4802068538
SZ002900,哈三联,13.2,+0.09,0.69%,-3.3%,378700,4979104,0.23%,-24.785,2.43%,4175954660
SH900948,伊泰B股,1.452,+0.01,0.69%,9.92%,359100,521427,0.03%,2.244,9.566%,4724818164
SZ300843,胜蓝股份,19.14,+0.13,0.68%,9.06%,217819,4150593,0.44%,30.692,0.366%,2860150074
SH603700,宁水集团,13.38,+0.09,0.68%,1.75%,192560,2576500,0.09%,20.117,5.961%,2719377960
SZ002122,ST天马,2.96,+0.02,0.68%,-5.13%,4715896,14041291,0.24%,-5.007,,5852821019
SZ300639,凯普生物,17.82,+0.12,0.68%,5.76%,1067870,19008678,0.25%,4.625,1.31%,7832175405
SZ300005,探路者,7.35,+0.05,0.68%,-3.03%,492766,3610869,0.06%,179.522,,6495211067
SH603321,梅轮电梯,7.44,+0.05,0.68%,8.45%,260300,1934491,0.08%,40.907,1.346%,2284080000
SH688021,奥福环保,25.2,+0.17,0.68%,0.76%,44827,1125022,0.08%,472.716,1.031%,1947546317
SZ300581,晨曦航空,17.64,+0.12,0.68%,0.68%,1251700,22150766,0.39%,284.131,,5711431470
SZ001300,三柏硕,14.85,+0.1,0.68%,-4.19%,471763,6992539,0.77%,37.321,,3620072323
SZ002423,中粮资本,7.38,+0.05,0.68%,3.07%,5930500,43616622,0.26%,24.862,2.429%,17004299144
SH600710,苏美达,5.9,+0.04,0.68%,0.34%,2403760,14148828,0.18%,8.552,4.492%,7709821661
SZ000590,启迪药业,8.85,+0.06,0.68%,-1.01%,2140300,18891754,0.89%,175.362,,2116926000
SZ002479,富春环保,4.41,+0.03,0.68%,1.61%,709100,3110856,0.08%,22.465,4.556%,3806000000
SZ300722,新余国科,26.58,+0.18,0.68%,3.95%,289930,7717356,0.15%,72.231,0.583%,5108463360
SH601106,中国一重,2.95,+0.02,0.68%,0.68%,2126800,6263256,0.03%,117.918,,20230459635
SZ002731,萃华珠宝,16.32,+0.11,0.68%,3.42%,1513440,25025476,0.63%,188.01,0.061%,4180465920
SZ002077,大港股份,19.35,+0.13,0.68%,4.2%,9132901,176051943,1.57%,841.21,,11229743727
SZ300889,爱克股份,13.32,+0.09,0.68%,4.06%,180900,2405472,0.2%,89.079,0.225%,2077920000
SZ002586,ST围海,4.54,+0.03,0.67%,-3.81%,304700,1380409,0.03%,-56.338,,5194775662
SZ300176,派生科技,6.03,+0.04,0.67%,0.84%,390500,2353348,0.1%,-88.337,,2339176032
SZ300103,达刚控股,6.04,+0.04,0.67%,0.83%,554900,3346078,0.23%,-6.861,,1918310040
SZ002263,大东南,3.01,+0.02,0.67%,4.51%,1225100,3675183,0.07%,30.194,,5635080300
SH600935,华塑股份,4.52,+0.03,0.67%,0.44%,1285100,5813299,0.07%,24.022,1.752%,15853456190
SH600805,悦达投资,4.49,+0.03,0.67%,5.65%,1313034,5893816,0.15%,-81.768,,3820516278
SZ000553,安道麦A,9.03,+0.06,0.67%,-0.22%,754600,6799063,0.03%,22.635,0.088%,21038200247
SZ300785,值得买,31.44,+0.21,0.67%,-6.98%,583650,18283905,0.77%,40.957,1.489%,4179766669
SZ300172,中电环保,4.53,+0.03,0.67%,2.72%,990555,4487005,0.2%,25.719,1.106%,3065496300
SH601717,郑煤机,12.02,+0.08,0.67%,7.71%,3799932,45399982,0.25%,9.177,3.623%,21422596559
SZ300292,吴通控股,3.02,+0.02,0.67%,3.07%,2298400,6918326,0.2%,218.291,,4052130221
SZ300429,强力新材,7.47,+0.05,0.67%,3.32%,736200,5491481,0.2%,70.304,0.602%,3849000029
SZ300818,耐普矿机,31.36,+0.21,0.67%,7.43%,67900,2127647,0.21%,9.227,,2195248263
SH600837,海通证券,9,+0.06,0.67%,3.57%,11941243,107310264,0.13%,16.636,3.333%,117577800000
SH605136,丽人丽妆,13.53,+0.09,0.67%,-3.22%,1172000,15792874,0.6%,48.926,1.563%,5418203505
SZ301137,哈焊华通,13.81,+0.09,0.66%,3.76%,91900,1268300,0.2%,69.95,0.615%,2510843054
SH603018,华设集团,7.6,+0.05,0.66%,0.26%,1136572,8607765,0.17%,7.932,3.426%,5196735235
SZ002826,易明医药,10.65,+0.07,0.66%,4.51%,941700,10016495,0.53%,43.589,0.936%,2030765963
SZ300246,宝莱特,15.36,+0.1,0.66%,-5.88%,362000,5546757,0.26%,586.513,1.302%,2700118026
SH601399,国机重装,3.06,+0.02,0.66%,1.32%,3164000,9654649,0.1%,53.474,,22073481023
SZ001231,农心科技,22.72,+0.15,0.66%,0.35%,105900,2404000,0.42%,26.463,,2272000000
SZ002042,华孚时尚,3.05,+0.02,0.66%,0%,2767800,8417916,0.16%,12.206,12.131%,5187078133
SH600310,桂东电力,3.05,+0.02,0.66%,-3.48%,4261169,12967012,0.35%,-37.811,0.557%,4470417702
SZ300739,明阳电路,13.69,+0.09,0.66%,6.29%,429370,5850748,0.15%,22.978,1.947%,4087525231
SH603309,维力医疗,22.75,+0.15,0.66%,13.86%,351130,7962608,0.12%,41.306,0.592%,6673080460
SH600764,中国海防,23.03,+0.15,0.66%,0.3%,590250,13590353,0.08%,25.921,1.553%,16365794760
SZ000828,东莞控股,9.11,+0.06,0.66%,1.56%,742462,6766037,0.07%,11.048,2.97%,9480394967
SZ002716,金贵银业,3.06,+0.02,0.66%,1.66%,6178500,19075719,0.28%,-77.126,,6786170800
SH600859,王府井,32.19,+0.21,0.66%,14.39%,8863029,285480279,0.81%,31.352,1.241%,36537241828
SZ002767,先锋电子,12.23,+0.08,0.66%,8.42%,287200,3507691,0.22%,55.726,0.22%,1833000000
SZ002340,格林美,7.65,+0.05,0.66%,2.96%,11069380,84778434,0.22%,32.397,0.353%,39287237161
SH603706,东方环宇,13.98,+0.09,0.65%,1.45%,164800,2298289,0.09%,16.419,5.731%,2647570342
SZ002864,盘龙药业,35.81,+0.23,0.65%,-7.68%,597300,21365818,1.1%,31.702,0.502%,3105215234
SH600688,上海石化,3.11,+0.02,0.65%,0%,3582756,11106704,0.05%,-17.001,3.215%,33662059985
SZ002789,建艺集团,15.37,+0.1,0.65%,6.29%,608708,9316672,0.61%,-2.486,,2451817175
SH600730,中国高科,6.19,+0.04,0.65%,0%,1390302,8577029,0.24%,376.027,0.113%,3631400652
SZ000023,深天地A,10.8,+0.07,0.65%,-21.57%,469500,5068294,0.34%,-11.012,,1497179830
SZ000155,川能动力,18.61,+0.12,0.65%,4.32%,1497515,27819783,0.12%,59.751,,27437479547
SZ002419,天虹股份,6.16,+0.04,0.65%,-10.47%,3592800,22075199,0.31%,79.869,2.606%,7188413663
SZ300165,天瑞仪器,4.68,+0.03,0.65%,-2.9%,2723800,12728599,0.69%,-16.417,,2323949990
SZ301368,丰立智能,20.17,+0.13,0.65%,1.36%,275400,5543203,1.02%,40.468,,2422417000
SZ301116,益客食品,15.54,+0.1,0.65%,-9.07%,504237,7811251,1.17%,196.05,0.335%,6977142875
SH605069,正和生态,9.35,+0.06,0.65%,0.54%,132800,1240999,0.16%,-95.162,1.651%,1979374224
SZ001313,粤海饲料,9.23,+0.06,0.65%,-1.81%,386900,3560997,0.38%,89.49,0.597%,6461000000
SZ300459,汤姆猫,3.11,+0.02,0.65%,-1.27%,6162900,19086414,0.21%,21.515,,10934172020
SH600166,福田汽车,3.08,+0.02,0.65%,9.61%,13933100,42711461,0.21%,-4.79,,24651591503
SZ300573,兴齐眼药,150.01,+0.97,0.65%,19.93%,594420,88636849,0.87%,55.194,0.598%,13306286621
SZ300815,玉禾田,15.54,+0.1,0.65%,2.04%,245400,3805179,0.17%,11.987,1.372%,5161766400
SH603206,嘉环科技,15.59,+0.1,0.65%,1.96%,160271,2492927,0.21%,21.566,1.35%,4758067813
SH688281,华秦科技,286.1,+1.84,0.65%,0.39%,22701,6496607,0.1%,89.579,0.087%,26702667430
SZ301073,君亭酒店,64.8,+0.42,0.65%,-7.56%,225800,14647454,0.53%,288.381,0.48%,8400285209
SZ301239,普瑞眼科,78.67,+0.51,0.65%,11.43%,546977,42984314,1.46%,169.557,,11792973363
SH688665,四方光电,92.59,+0.59,0.64%,-6.47%,67204,6231950,0.33%,41.259,1.344%,6481300000
SH605198,安德利,19.01,+0.12,0.64%,1.12%,398500,7580348,0.48%,27.896,0.263%,6799877000
SH603928,兴业股份,11.04,+0.07,0.64%,4.05%,280400,3089397,0.14%,16.861,9.066%,2225664000
SH603867,新化股份,34.78,+0.22,0.64%,7.68%,707390,24609822,0.38%,19.187,1.097%,6421351406
SH600298,安琪酵母,44.14,+0.28,0.64%,-2.39%,1449880,63772632,0.17%,32.259,1.089%,38356286319
